0.00,0.0,72049306.59375
0.00,0.0,72085498.3125
0.00,0.0,72113204.25
0.00,0.0,72141427.6875
0.00,0.0,72169404.40625
0.00,0.0,72197882.84375
0.00,0.0,72225411.4375
0.00,0.0,72252486.90625
3.00,216.8397736875,72279924.5625
1.20,86.7694416,72307868.0
1.20,86.8020555375,72335046.28125
0.00,0.0,72362863.625
0.99,71.666982523125,72390891.4375
1.29,93.41955846375,72418262.375
1.88,136.19947734,72446530.5
1.79,129.7349706215625,72477637.21875
1.79,129.78600827625,72506149.875
1.30,94.294549415625,72534268.78125
1.37,99.409067738125,72561363.3125
1.36,98.71903553,72587526.125
1.24,90.04236211375,72614808.15625
1.52,110.406515085,72635865.1875
1.44,104.63408082,72662556.125
1.40,101.76614923125,72690106.59375
1.35,98.1670889953125,72716362.21875
1.24,90.20218242,72743695.5
1.27,92.4184481240625,72770431.59375
1.18,85.89995208375,72796569.5625
1.14,83.0160567075,72821102.375
1.30,94.698925790625,72845327.53125
1.18,85.984065986875,72867852.53125
1.32,96.213884085,72889306.125
1.31,95.512885426875,72910599.5625
1.36,99.1860818425,72930942.53125
1.14,83.1622360575,72949329.875
1.23,89.749054299375,72966710.8125
1.35,98.536220128125,72989792.6875
1.37,100.0311277975,73015421.75
1.34,97.875730641875,73041590.03125
1.28,93.52582464,73067050.5
1.26,92.09710818,73092943.0
1.21,88.4744384940625,73119370.65625
1.19,87.04351970125,73145814.875
0.92,67.31921034125,73173054.71875
1.15,84.179374184375,73199455.8125
0.89,65.1708082246875,73225627.21875
0.96,70.32116673,73251215.34375
0.95,69.6129891234375,73276830.65625
0.94,68.904959854375,73303148.78125
0.88,64.5291542775,73328584.40625
0.85,62.35131320625,73354486.125
0.89,65.309682573125,73381665.8125
0.89,65.3345871371875,73409648.46875
0.94,69.030122323125,73436300.34375
0.81,59.5047632315625,73462670.65625
0.91,66.8756733815625,73489750.96875
0.80,58.8129094,73516136.75
0.68,50.0093353275,73543140.1875
0.77,56.648168885,73569050.5
0.70,51.515843115625,73594061.59375
0.60,44.1712654875,73618775.8125
0.68,50.07733809,73643144.25
0.71,52.30444898,73668238.0
0.65,47.9021790203125,73695660.03125
0.66,48.656898283125,73722573.15625
0.68,50.14933829625,73749026.90625
0.61,45.002449308125,73774507.0625
0.61,45.018392801875,73800643.9375
0.65,47.986692325,73825680.5
0.60,44.31108845625,73851814.09375
0.62,45.804729694375,73878596.28125
0.64,47.29858812,73904043.9375
0.64,47.31490792,73929543.625
0.60,44.37363264375,73956054.40625
0.63,46.6091982759375,73982854.40625
0.60,44.4057136125,74009522.6875
0.50,37.01769915625,74035398.3125
0.56,41.4741649175,74061008.78125
0.53,39.265818599375,74086450.1875
0.52,38.5387084225,74112900.8125
0.51,37.8107620378125,74138749.09375
0.50,37.08235790625,74164715.8125
0.44,32.6439996575,74190908.3125
0.61,45.2719058471875,74216239.09375
0.42,31.18175991,74242285.5
0.56,41.5911126925,74269844.09375
0.56,41.6062970925,74296959.09375
0.62,46.08073945375,74323773.3125
0.71,52.78827892375,74349688.625
0.83,61.73308834625,74377214.875
0.99,73.659527679375,74403563.3125
1.12,83.362798785,74431070.34375
1.14,84.883025445,74458794.25
0.87,64.803291594375,74486542.0625
0.99,73.7695749965625,74514722.21875
0.99,73.796437873125,74541856.4375
1.06,79.043629951875,74569462.21875
0.80,59.6777429,74597178.625
0.88,65.6695336275,74624470.03125
0.99,73.9053732965625,74651892.21875
0.93,69.4511050040625,74678607.53125
1.00,74.70589659375,74705896.59375
1.00,74.732956125,74732956.125
0.90,67.28436016875,74760400.1875
0.75,56.0911700625,74788226.75
0.88,65.8383011275,74816251.28125
0.90,67.35999279375,74844436.4375
0.88,65.8880588025,74872794.09375
0.92,68.90884111,74900914.25
0.93,69.6833277478125,74928309.40625
1.00,74.956103,74956103.0
1.00,74.98335503125,74983355.03125
0.94,70.509323360625,75009918.46875
0.92,69.0322450225,75035048.9375
0.96,72.05935788,75061831.125
0.97,72.8361551271875,75088819.71875
0.92,69.1068046975,75116092.0625
0.91,68.380075570625,75142940.1875
0.87,65.397388494375,75169412.0625
0.86,64.66851743,75195950.5
0.88,66.19697689,75223837.375
0.91,68.4784512628125,75251045.34375
0.87,65.4922020459375,75278393.15625
0.88,66.2690594775,75305749.40625
0.87,65.5399642303125,75333292.21875
0.83,62.549925065,75361355.5
0.82,61.817637275625,75387362.53125
0.84,63.34779520125,75414041.90625
0.87,65.6333426896875,75440623.78125
0.83,62.637510036875,75466879.5625
0.79,59.6399427903125,75493598.46875
0.81,61.1711278846875,75519910.96875
0.81,61.1940703753125,75548235.03125
0.84,63.483598395,75575712.375
0.90,68.04246166875,75602735.1875
0.96,72.60474408,75629941.75
0.92,69.60522116625,75657849.09375
0.99,74.927712110625,75684557.6875
1.00,75.71157221875,75711572.21875
0.80,60.59042365,75738029.5625
0.94,71.21901792625,75764912.6875
0.90,68.212425825,75791584.25
0.89,67.4782681153125,75818278.78125
1.07,81.15384491625,75844714.875
0.91,69.042767145625,75871172.6875
0.88,66.790721415,75898547.0625
0.87,66.055573400625,75925946.4375
0.87,66.07879071,75952633.0
0.88,66.8619042025,75979436.59375
0.85,64.6050972375,76005996.75
0.92,69.95022246,76032850.5
0.87,66.1721203678125,76059908.46875
0.86,65.43444982375,76086569.5625
0.89,67.740842173125,76113305.8125
0.95,72.3332069515625,76140217.84375
0.92,70.07298165375,76166284.40625
0.95,72.383984896875,76193668.3125
0.96,73.17249033,76221344.09375
0.95,72.4363264828125,76248764.71875
0.94,71.70000770125,76276603.9375
0.95,72.4890179359375,76304229.40625
0.94,71.751376498125,76331251.59375
0.99,75.595655829375,76359248.3125
0.99,75.6229756528125,76386844.09375
