6592.884280,8023.309040,28158.000000,9927.638016,5897.632912,874228.058594
6589.263092,8025.734417,28158.000000,9936.114129,5897.497242,874479.439320
6587.888253,8029.812081,28158.000000,9936.114129,5896.758863,875393.049336
6589.088533,8034.603412,28158.000000,9933.490917,5896.631269,876035.617054
6588.845368,8037.337080,28158.000000,9932.685961,5896.516405,876525.445399
6576.275164,8058.926466,28158.000000,9909.101448,5896.993609,878741.084507
6578.838688,8055.061759,28158.000000,9909.101448,5897.674504,878146.031963
6579.355237,8041.989442,28158.000000,9918.379561,5897.465562,877073.898477
6581.847606,8038.499001,28158.000000,9920.649376,5896.350932,876493.429329
6581.450714,8025.107773,28158.000000,9920.649376,5896.350932,876390.530279
6571.667278,8019.937658,28158.000000,9920.649376,5894.948702,873524.608490
6577.250261,8023.233720,28158.000000,9906.077597,5894.655355,874556.263376
6572.337413,8036.115096,28158.000000,9903.773454,5895.004785,876628.570741
6572.534557,8034.262500,28158.000000,9896.546103,5894.738433,876346.274349
6572.801091,8034.377572,28158.000000,9896.546103,5895.149091,876291.585845
6572.888238,8036.715475,28158.000000,9892.778365,5895.149091,876995.535332
6574.229916,8041.191573,28158.000000,9889.514567,5894.694929,877494.350320
6586.114812,8066.196688,28158.000000,9904.820294,5894.694929,879858.089504
6589.458987,8076.936807,28158.000000,9910.036367,5897.581459,881020.553525
6591.751161,8075.939050,28158.000000,9910.036367,5899.407916,880793.755224
6602.110386,8073.083630,28158.000000,9910.036367,5899.407916,880267.758164
6612.884952,8069.231686,28158.000000,9910.036367,5899.126838,879005.961023
6636.197009,8044.957348,28158.000000,9898.690674,5899.126838,877130.921918
6635.171122,8051.694915,28158.000000,9898.690674,5899.126838,878295.140236
6635.634446,8049.663962,28158.000000,9918.378239,5896.122423,877813.428610
6632.556922,8047.067918,28158.000000,9918.378239,5896.517620,877334.605772
6629.788878,8044.656303,28158.000000,9918.378239,5896.517620,877120.735016
6588.768118,8039.624534,28158.000000,9918.378239,5897.975225,876470.382427
6589.849816,8035.028366,28158.000000,9905.170757,5897.196125,875509.885942
6590.801232,8030.178678,28158.000000,9927.317408,5896.871038,874823.128060
6591.409813,8027.126351,28158.000000,9920.763807,5896.735717,874354.581720
6604.027646,8026.592567,28158.000000,9920.763807,5895.797999,874418.591118
6608.870698,8025.686417,28158.000000,9920.763807,5894.977165,873938.036283
6607.770360,8023.049555,28158.000000,9920.763807,5884.968748,873496.616737
6604.708761,8008.290711,28158.000000,9907.882592,5884.968748,873949.821813
6602.890833,8003.890359,28158.000000,9927.995367,5884.925070,874026.479691
6604.023188,8003.048667,28158.000000,9927.404413,5884.925070,873980.098369
6608.622523,8017.457639,28158.000000,9927.404413,5884.678603,876971.731775
6592.297176,8020.439581,28158.000000,9906.293995,5886.948085,876904.099098
6591.399485,8021.233959,28158.000000,9906.293995,5886.948085,876971.378673
6595.381036,8022.040511,28158.000000,9914.182043,5888.769274,877197.028083
6596.236798,8023.851545,28158.000000,9903.377623,5888.769274,877934.612856
6618.819614,8042.541428,28158.000000,9904.088735,5897.689519,880866.685282
6616.151162,8041.713540,28158.000000,9904.088735,5897.689519,881100.031778
6615.120187,8037.974762,28158.000000,9894.025961,5897.852416,880775.835153
6614.012311,8035.875728,28158.000000,9894.025961,5897.551122,880474.758298
6612.009728,8033.591196,28158.000000,9904.981017,5897.551122,880262.442937
6597.632838,8028.479855,28158.000000,9874.253783,5897.551122,879798.564775
6606.574084,8040.332896,28158.000000,9895.542416,5896.809315,881312.076431
6610.108431,8047.199738,28158.000000,9895.542416,5896.809315,882166.494469
6613.176214,8057.568618,28158.000000,9924.446674,5901.123946,883598.102060
6618.285722,8103.753662,28158.000000,9956.127022,5915.513605,889940.331557
6680.903988,8089.579075,28158.000000,10043.186978,5965.183712,887680.323446
6686.576296,8089.128781,28158.000000,10078.394215,5965.183712,887423.692868
6688.243720,8089.233340,28158.000000,10074.839784,5974.223285,887058.041930
6689.120720,8088.155225,28158.000000,10074.839784,5976.539124,886789.619700
6644.697774,8080.196905,28158.000000,10074.839784,5976.539124,885442.608896
6647.860292,8083.449016,28158.000000,9989.471580,5976.539124,886408.591475
6655.201829,8089.060698,28158.000000,9989.471580,5976.539124,887528.711646
6663.029188,8094.792418,28158.000000,10023.325046,5983.963923,888687.522209
6668.831981,8097.072101,28158.000000,10042.668595,5979.195924,889196.525759
6671.589635,8110.151401,28158.000000,10057.176256,5988.878418,891002.161766
6672.210990,8114.701846,28158.000000,10057.172870,5988.824542,892159.493729
6668.001134,8114.919591,28158.000000,10057.174902,5988.633882,892954.934620
6660.269477,8113.734689,28158.000000,10057.174321,5988.405272,892541.415311
6658.855067,8112.095436,28158.000000,10057.164406,5988.405272,892014.194316
6663.150052,8093.668027,28158.000000,10057.164406,5983.526057,890763.004296
6691.207122,8090.659568,28158.000000,10057.164406,5983.527038,889839.659712
6705.126313,8081.888728,28158.000000,10034.510455,5982.412478,888714.352866
6702.784664,8077.073085,28158.000000,10017.374906,5977.884368,887862.192691
6698.477823,8071.472223,28158.000000,10012.753909,5977.884368,887322.825074
6675.542483,8052.975658,28158.000000,10009.453196,5976.565097,884056.990938
6673.671368,8044.532999,28158.000000,9956.533243,5922.418373,883163.222878
